date,text,link,title
"2015-05-22 00:00:00.000000","Интервью статс-секретаря – заместителя Министра иностранных дел России Г.Б.Карасина газете «Волга», опубликованное 22 мая 2015 года 994-22-05-2015  Вопрос: Какова была цель только что прошедшего совещания российских послов в странах Прикаспия и представителей профильных подразделений МИД России с участием руководства Астраханской области? Ответ: Мероприятия в таком формате проводятся регулярно, поскольку каспийское направление нашей внешней политики неизменно находится в фокусе внимания руководства страны и министерства. На совещании в этом году мы сосредоточились на поручениях, которые были даны Президентом В.В.Путиным по итогам состоявшегося здесь, в Астрахани, в сентябре прошлого года Четвертого каспийского саммита. Круг поставленных задач весьма обширен. Он включает как одну из приоритетных целей завершение многолетней работы над Конвенцией о правовом статусе Каспийского моря, а также интенсификацию сотрудничества по всем отраслям взаимодействия на Каспии. Вопрос: Обозначены ли конкретные сроки выхода на итоговый текст Конвенции? Ответ: Переговоры по проекту Конвенции ведут пять суверенных государств. Все стороны едины в том, что этот документ не может быть написан под диктовку кого-то одного из участников. Мы завершим эту работу тогда, когда придем к консенсусу по всем его ключевым разделам. Такой путь предполагает взаимный учет интересов и модификацию позиций по ходу переговоров. Большая часть этого непростого пути уже пройдена, основной массив документа сформирован. Его контуры вам известны: они закреплены в Заявлении, подписанном президентами по итогам Астраханского саммита. С опорой на достигнутые договоренности Президент Казахстана Н.А.Назарбаев выдвинул предложение постараться согласовать проект Конвенции к следующему, Пятому каспийскому саммиту, который – как сигнализируют наши партнеры – можно было бы провести на казахстанской земле в 2016 году. Мы целиком и полностью разделяем такой подход и настроены на достижение максимального результата. Вопрос: Вы упомянули различные направления каспийского сотрудничества. Какое из них, на Ваш взгляд, сегодня является главным? Ответ: Перечень приоритетов на ближайшую перспективу был обозначен главами государств в итоговом Коммюнике Астраханского саммита. Обмен мнениями в ходе нынешнего совещания показал, что ткань взаимовыгодных проектов на Каспии с каждым днем уплотняется. Активно развиваются двусторонние связи, в том числе интенсивные и весьма плодотворные контакты на уровне регионов. Кстати, особо хотелось бы отметить здесь роль Астраханской области. Реализуются и более масштабные пятисторонние задачи. Пристальное внимание уделяется проблематике безопасности в Каспийском регионе в различных ее аспектах. Сохранение мира и стабильности на Каспии относится к исключительной компетенции прибрежных государств. Россия выдвинула инициативу разработать пятистороннее соглашение о предотвращении инцидентов на Каспийском море, касающееся плавания военных кораблей. Кроме того, на столе переговоров проекты протоколов о сотрудничестве по линии пограничных служб, антинаркотических ведомств, ряда других. Готовится план практической реализации подписанного в присутствии президентов в Астрахани соглашения по преодолению чрезвычайных ситуаций в водоеме. Планируется значительно нарастить капитал в торгово-экономической области и в сфере транспорта. Не снижаем темпов в претворении в жизнь всех имеющихся договоренностей в области сохранения биоресурсов моря и его окружающей среды, сотрудничества гидрометеорологических служб. Исходим их того, что к следующей встрече в верхах в Казахстане может быть подготовлен солидный пакет итоговых документов, которые пополнят растущую правовую базу механизма «каспийской пятерки».",http://mid.ru/bdomp/brp_4.nsf/c1e31b7c684d2dd843256c2c002a4eb8/39d87be1d7bfe9f743257e4d00226037!OpenDocument,"Интервью статс-секретаря – заместителя Министра иностранных дел России Г.Б.Карасина газете «Волга», опубликованное 22 мая 2015 года"
"2015-05-22 00:00:00.000000","Выступление заместителя Министра иностранных дел Российской Федерации С.А.Рябкова на открытии Академического форума БРИКС, Москва, 22 мая 2015 года  1001-22-05-2015  Уважаемые коллеги, Рад возможности выступить на встрече авторитетных представителей академического сообщества стран БРИКС. БРИКС – молодое межгосударственное объединение, которое, на наш взгляд, отражает важнейшие тенденции современности и обладает целым рядом инновационных качеств. Появление этой группы стало естественным результатом динамичного развития процессов глобализации, рассредоточения глобальной мощи и укрепления новых центров экономического роста и политического влияния, при одновременном усилении взаимозависимости государств, расположенных на разных континентах. Сотрудничество в «пятерке» отражает насущную потребность налаживания прочного партнерства между различными культурами и цивилизациями в качестве основы становления полицентричной международной системы.  Именно соответствие БРИКС объективной направленности мирового развития придает нашему объединению привлекательность, динамизм, устремленность в будущее. Принципиально важно, что эта группа не связана рамками иерархии или жесткой дисциплины, свойственными военно-политическим блокам и коалициям. Военные альянсы на протяжении сотен лет были ключевым компонентом международной политики, однако сейчас, когда задачи обеспечения устойчивого развития, а также вызовы в области безопасности в возрастающей степени становятся общими для всех, они уже не могут играть прежней определяющей роли.  Сотрудничество в БРИКС является, на наш взгляд, примером того, как должно выстраиваться многостороннее партнерство в 21 веке. В нашем объединении никто не доминирует, не подчиняет себе других, мы работаем на основе подлинного равноправия и взаимоуважения. Наше взаимодействие не направлено против третьих стран – наоборот, нас объединяет исключительно позитивная повестка дня, заключающаяся прежде всего в создании дополнительных источников развития и повышения благосостояния наших народов, что неразрывно связано с задачами надежного обеспечения международной стабильности. Поэтому неправы те, кто пытается приписывать БРИКС совершенно не свойственную этому объединению конфронтационную направленность. Но еще больше ошибаются те, кто хотел бы принизить значение и перспективы нашего сотрудничества, кто заводит разговоры о якобы недостаточной практической отдаче наших совместных усилий. Российское председательство в объединении нацелено на полноформатный запуск таких крупных проектов, как Новый банк развития и Пул условных валютных резервов стран БРИКС, на согласование Стратегии экономического партнерства в «пятерке». Тем самым наши страны вносят реальный вклад в усилия по укреплению глобальной финансовой стабильности, в создание необходимых предпосылок обеспечения уверенного, устойчивого и сбалансированного роста. Сотрудничество в «пятерке» по международным финансовым и экономическим вопросам является одним из ключевых направлений работы объединения. Большое значение сохраняет координация позиций стран БРИКС в рамках «Группы двадцати», в том числе в контексте формирования более справедливых «правил игры» в мировой экономике и реформирования международной финансовой системы. Можно сказать, что отстаивание принципов демократии и справедливости в международных отношениях вообще является ключевым аспектом всей деятельности БРИКС. Это делает наше объединение одним из важнейших центров формулирования сбалансированных позиций в интересах решения наиболее актуальных международных проблем. Как отметил Президент России В.В.Путин, российское председательство будет ориентировано на максимально эффективное использование возможностей «пятерки» для укрепления безопасности и стабильности в мире. БРИКС последовательно выступает за продвижение в мировых делах принципов международного права, за укрепление центральной координирующей роли ООН. Это имеет особое значение в нынешней непростой международной обстановке, характеризующейся усилением глобальной конкуренции и опасным расширением пространства беспорядков и хаоса. В этом контексте трудно переоценить значение солидарного голоса БРИКС, призывающего к серьезной коллективной работе по мирному урегулированию конфликтов при опоре на Устав ООН, без двойных стандартов, без одностороннего военного вмешательства и использования санкционной «дубины». Отстаивание неделимого характера безопасности, недопустимости укрепления собственной безопасности за счет других укрепляет потенциал стран БРИКС в выработке долгосрочных решений региональных кризисов. Исходим из того, что в дальнейшем эта роль государств-участников объединения будет только возрастать. Совместно проводимый странами БРИКС курс на то, чтобы новое многополярное мироустройство формировалось при опоре на разум, правду, партнерство цивилизаций, позволяет нашему объединению служить своего рода маяком в бурном океане мировой политики. О наращивании международного авторитета БРИКС свидетельствует успешное проведение приуроченных к саммитам Объединения встреч в формате «аутрич» с участием государств, принадлежащих к региону страны-хозяйки мероприятия. В Уфе готовится очередная такая встреча, на которую приглашены наши партнеры по евразийскому пространству. Мир сегодня находится на переломном этапе, по существу речь идет о стратегическом выборе между коллективными усилиями по поиску оптимальных ответов на глобальные вызовы и продавливанием концепции собственной исключительности, попытками навязывания другим своей воли, своих порядков. В этих условиях особое значение имеет объективное, непредвзятое осмысление мировых процессов, честное изучение преобладающих сегодня тенденций. Экспертное сообщество стран БРИКС, которое не связано жесткими рамками блоковой дисциплины или ложной политкорректности, способно предложить мировому сообществу реалистичный взгляд на пути решения ключевых проблем. Разумеется, важнейшей задачей остается поиск наиболее эффективных путей углубления партнерства БРИКС на различных направлениях в интересах народов наших государств и всего мира. Хотелось бы пожелать успеха участникам Академического форума, который в этом году собирается уже в седьмой раз. Повестка дня вашей встречи насыщена важными темами, охватывающими основные перспективные направления развития объединения. Уверен, что наработки форума, включая доклад о Долгосрочном видении развития БРИКС, можно будет впоследствии использовать в практической деятельности по дальнейшему развитию этого формата. Надеюсь, что ваше пребывание в России будет плодотворным, наполненным позитивными впечатлениями. Хотел бы выразить признательность российскому Национальному комитету по исследованию БРИКС за его весомый вклад в развитие и укрепление экспертного взаимодействия на площадке БРИКС.  Благодарю за внимание.",http://mid.ru/bdomp/brp_4.nsf/c1e31b7c684d2dd843256c2c002a4eb8/d94e391cf7f3226143257e4d004c12f7!OpenDocument,"Выступление заместителя Министра иностранных дел Российской Федерации С.А.Рябкова на открытии Академического форума БРИКС, Москва, 22 мая 2015 года"
"2015-04-29 00:00:00.000000","Интервью статс-секретаря – заместителя Министра иностранных дел России Г.Б.Карасина информагентству АПА «Азери пресс», 29 апреля 2015 года  845-29-04-2015  Вопрос: Как Вы оцениваете отношения между Азербайджаном и Россией? Ответ: Азербайджан – важный стратегический партнер России. В основе наших отношений – принципы равноправия и добрососедства, вековые традиции дружбы и взаимного уважения. Развитие взаимодействия между нашими странами объективно способствует укреплению стабильности и безопасности на Южном Кавказе и в Каспийском регионе.  Мощный импульс нашим многогранным связям придает интенсивный политический диалог. Между главами наших государств – В.В.Путиным и И.Г.Алиевым сложились открытые и доверительные отношения. В 2014 году президенты встречались трижды. Ждем И.Г.Алиева в Москве 9 мая – он с благодарностью принял приглашение нашего Президента принять участие в мероприятиях, посвященных 70-летию Победы в Великой Отечественной войне.  Поддерживаются многочисленные контакты по парламентской линии, на уровне вице-премьеров и руководителей ключевых ведомств. В настоящее время готовится официальный визит в Москву Министра иностранных дел Азербайджана Э.М.Мамедъярова. Растет интерес к республике со стороны российских регионов – в 2014 году Азербайджан посетили делегации 22 субъектов федерации. Россия закрепила за собой позиции ведущего внешнеэкономического партнера Азербайджана. По итогам прошлого года товарооборот достиг рекордного уровня в 4,008 млрд. долл. США. Заметно активизировала свою работу Межправительственная комиссия по экономическому сотрудничеству. В частности, в завершающую фазу вступает подготовка Программы экономического сотрудничества на период до 2020 года. Активизации сотрудничества в инвестиционной сфере послужит подписанное 29 сентября 2014 г. в Астрахани соглашение о поощрении и взаимной защите капиталовложений. Значительно продвинулась работа над проектом меморандума о формировании российско-азербайджанской инвестиционной платформы на базе Российского фонда прямых инвестиций и Государственного нефтяного фонда Азербайджанской Республики. Идет процесс формирования Рабочей группы высокого уровня по координации взаимодействия в энергетике. Важную роль в укреплении двусторонних деловых и межрегиональных связей будет играть Выставочно-торговый центр Азербайджана на ВВЦ, соглашение о создании которого подписано в сентябре 2014 г. в Баку. Расширению взаимных торговых потоков призвано содействовать развитие транспортной инфраструктуры на российско-азербайджанской границе. В повестке дня – строительство нового автомобильного моста через реку Самур. Велико значение наших гуманитарных связей, опирающихся в значительной степени на прочные позиции русского языка в Азербайджане, имеющего поддержку на государственном уровне, и культурную общность народов наших стран.  Наращиванию контактов в этой сфере способствует ежегодное проведение Бакинского международного гуманитарного форума. Этот формат взаимодействия представителей научного и культурного сообщества, действующий под патронатом президентов России и Азербайджана с 2011 года, получил мировое признание и стал востребованной площадкой для обсуждения актуальных проблем современности. В этом году Баку принимает первые в истории континента Европейские игры. Мы знаем, что Азербайджан серьезно готовится к проведению этого знакового мероприятия. Большое впечатление произвела презентация Европейских игр «Баку-2015» в Москве, организованная по инициативе и при участии Первой леди Азербайджана М.А.Алиевой. Как  известно, в играх примет участие представительная команда России, в состав которой войдут около 300 спортсменов. Желаем азербайджанским друзьям успеха в проведении игр. Вопрос: Как Россия оценивает позицию Азербайджана в вопросе Украины? Ответ: Для нас, разумеется, очень важна взвешенная линия дружественного Азербайджана по Украине и Крыму. Видим в этом еще одно проявление самостоятельности внешнеполитического курса Баку, который определяется не конъюнктурными соображениями, а стратегическими национальными интересами. В этом видится гарантия того, что страна не окажется заложником чужого геополитического проекта, как это случилось, к сожалению, с Украиной. Азербайджан не присоединился к международной антироссийской кампании, и мы это ценим. Более того, на фоне санкций в отношении нашей страны развернута совместная работа по увеличению поставок азербайджанской сельхозпродукции в Россию. По решению Межправительственной комиссии по экономическому сотрудничеству  (Баку, сентябрь 2014 г.) создана Рабочая группа по сотрудничеству в области сельского хозяйства. На днях, 15-16 апреля, состоялось ее первое заседание.  Вопрос: Каков процесс демаркации границ между Россией и Азербайджаном?  Ответ: Демаркация государственной границы осуществляется в соответствии со статьей 5 Договора между Российской Федерацией и Азербайджанской Республикой о государственной границе от 3 сентября 2010 года Совместной демаркационной комиссией. Ее российская часть была образована распоряжением Правительства Российской Федерации 6 марта 2012 года.  Комиссией проведено два заседания и три встречи рабочих групп. Разработано и утверждено более десятка правил, инструкций и других нормативно-правовых документов, регулирующих деятельность по демаркации российско-азербайджанской границы. В настоящий момент Комиссия работает над созданием Карты государственной границы, другими вопросами топографо-геодезического обеспечения демаркации.  Третье заседание Комиссии состоялось 21-23 апреля с.г. в Москве. Вопрос: Было отмечено, что на последней встрече рабочей группы по правовому статусу Каспия в Баку было достигнуто согласие по большей части соответствующей Конвенции. Может ли саммит, который планируется провести в Астане, стать заключительной встречей в связи с принятием Конвенции, и, в целом, какие вопросы остаются несогласованными и между какими государствами существуют разногласия?  Ответ: На каспийском треке позиции России и Азербайджана во многом созвучны. В целом мы удовлетворены прогрессом на пятисторонних переговорах по проекту Конвенции о правовом статусе Каспийского моря, считаем, что последний их раунд, состоявшийся в марте в Баку, позволил заметно сблизить позиции прибрежных стран по ряду открытых вопросов. Продвижение стало возможным благодаря договоренностям, достигнутым на высшем уровне в ходе Четвертого каспийского саммита в Астрахани в сентябре прошлого года. Опираясь на эти договоренности, выйти на готовый документ уже к следующей встрече глав каспийских государств в Казахстане вполне реально. Что же касается последней части Вашего вопроса, то хочу напомнить, что переговоры по договоренности между всеми их участниками ведутся в конфиденциальном режиме. Как показывает практика, такой подход себя оправдывает, позволяет избегать излишней публичной полемики, вести дискуссию откровенно, с прицелом на результат. Позвольте придерживаться этой договоренности и мне.  Вопрос: Россия является сопредседателем Минской группы ОБСЕ. Существуют мнения, что за эти несколько лет в деятельности Минской группы не было никакого прогресса. Были даже предложения поменять формат, в частности, вовлечь Германию и Турцию в качестве сопредседателей. Что Вы думаете об этом? Ответ: Россия, являясь сопредседателем Минской группы ОБСЕ, на протяжении более двух десятилетий продолжает играть активную роль в нагорно-карабахском урегулировании (НКУ). С учетом географической близости и общей истории наших народов разблокирование конфликта имеет для нас первостепенное значение. Содействие сторонам в НКУ относится к числу российских внешнеполитических приоритетов. Об этом прямо говорится в Концепции внешней политики Российской Федерации. Именно поэтому более 30-ти встреч президентов Азербайджана и Армении, проведенных на разновременных этапах урегулирования, состоялись в трехстороннем формате, с участием России. Важными вехами на этом пути  являются соглашения о прекращении огня 1994 г. и укреплении режима прекращения огня 1995 г., принятые при прямом посредничестве России, Московская декларация 2008 г. – первый и пока единственный документ по НКУ, под которым стоят подписи президентов Азербайджана и Армении. Последняя встреча И.Г.Алиева и С.А.Саргсяна при участии В.В.Путина состоялась 10 августа 2014 г. в Сочи. Помимо политического урегулирования, обсуждались вопросы, связанные с обострением напряженности между сторонами. Незамедлительным результатом встречи стало существенное снижение уровня вооруженного противостояния,  которое полыхнуло в зоне конфликта в конце июля – начале августа и повлекло за собой ощутимые человеческие потери. Что касается Минской группы ОБСЕ, активными участниками которой, кстати, являются Германия и Турция, то в ее задачи входит содействие сторонам конфликта. При этом хочу подчеркнуть, что посредники могут помочь, «подставить плечо», предложить вариант развязки. Само же урегулирование зависит не от них, а от сторон. Это аксиома любого урегулирования. В данном отношении трагический нагорно-карабахский конфликт, как бы глубок и сложен он ни был, не исключение.  Рассчитывать на то, что откуда-то извне возникнут «волшебные рецепты» мгновенного разрешения нагорно-карабахского конфликта, ни сторонам, ни посредникам не приходится. Это дорога, которую осилит идущий.  Полагаю, что в рамках деятельности Минской группы и ее сопредседательства накоплен уникальный посреднический опыт. С учетом деликатности карабахской темы любые попытки видоизменить формат могут привести к размыванию переговорного процесса и откату назад в позициях сторон.",http://mid.ru/bdomp/brp_4.nsf/c1e31b7c684d2dd843256c2c002a4eb8/c4eddfeb36d4c69f43257e36005a0f5a!OpenDocument,"Интервью статс-секретаря – заместителя Министра иностранных дел России Г.Б.Карасина информагентству АПА «Азери пресс», 29 апреля 2015 года"
"2015-04-22 00:00:00.000000","Интервью статс-секретаря – заместителя Министра иностранных дел России Г.Б.Карасина агентству «Интерфакс», 21 апреля 2015 года 781-22-04-2015  Вопрос: Складывается впечатление, что в реализации Минских договоренностей и вообще в украинском урегулировании возник тупик, потому что каждая из сторон утверждает, что именно ее позиция и ее подход являются правильными. Как можно выйти из этого тупика, связанного с принятием Верховной Радой поправок в закон о статусе Донбасса, с невыполнением обмена пленными по принципу «всех на всех», с отказом Киева от амнистии участникам событий в Донбассе?  Ответ: Вы сейчас перечислили весь набор проблем, которые надо решить, но для того, чтобы идти вперед в реализации Минских договоренностей от февраля нынешнего года, надо последовательно и серьезно подходить к каждой из этих проблем, не пытаясь мгновенно достичь какого-то всеобъемлющего решения.  Мы условились насчет отвода тяжелых вооружений. В общем и целом, этот отвод состоялся. Есть нарушения с обеих сторон, контролем и мониторингом этой ситуации занимаются наблюдатели Миссии ОБСЕ при помощи совместного центра по координации и контролю, в работе которого участвуют украинские и российские военные. Этот вопрос, в целом, приносит стабилизацию.  Но в чем квинтэссенция того тупика, о котором Вы сейчас сказали, – это неумение или нежелание Киева наладить нормальный уважительный диалог с представителями Донецка и Луганска. Без этого говорить о каком-то продвижении вперед несерьезно. Это должно быть сделано. Надо перешагнуть через какие-то фантомные представления о том, что такое диалог, и как надо идти к урегулированию. Надо установить такой диалог, чтобы представители ДНР и ЛНР имели возможность в нормальном ключе обсуждать практические вопросы с представителями Киева любого уровня.  Это напрямую замыкается на вопрос о создании рабочих групп, которые должны действовать по четырем направлениям: политическое, безопасность, гуманитарное, социально-экономическое. Все стороны, хотя я отмечу, что Киев сделал это с заметным опозданием, представили своих кандидатов в эти группы. Сейчас надо, наверное, по линии спецпредставителя ОБСЕ Х.Тальявини определить формат первых встреч с тем, чтобы специалисты могли обсуждать конкретные проблемы и двигаться вперед. Мы исходим из того, что все эти рабочие группы будут действовать под эгидой Контактной группы, где представлены ОБСЕ, Россия, Украина и ДНР с ЛНР. Думаю, что перспектива у рабочих групп непростая, будут разные точки зрения, но если мы будем соблюдать правила уважительного диалога и стремиться к тому, чтобы все решения принимались консенсусом, то, думаю, что в ближайшее время у нас появятся шансы на решение практических вопросов.  Я бы еще выделил из этого перечня проблем гуманитарную составляющую, которая тесно связана с социально-экономическим положением на Юго-Востоке Украины, который, фактически, киевской властью сейчас отрезается от территории остальной страны, поскольку экономическую, социальную и финансовую блокаду пока никто не снимает, а договоренность об этом была. Мы надеемся, что Киев будет серьезно относиться к взятым на себя обязательствам и вместе, кстати говоря, с международным сообществом, будет эти вопросы решить. Под международным сообществом я имею в виду представителей Германии и Франции, которые обещали помочь каким-то образом нормализовать финансовую составляющую ситуации на Юго-Востоке, то есть заняться практическими вопросами банковского дела и другими. При этом понятно, что никто ответственности с Киева за то, как обстоят дела в этой сфере на Юго-Востоке, не снимает.  Вопрос: Удастся ли реализовать все эти договоренности до конца года?  Ответ: Это все зависит от желания и последовательности сторон. Если одна из этих сторон – естественно, что, прежде всего, все зависит от Киева – не захочет этого выполнять, я думаю, что мы столкнемся с тяжелой ситуацией. Но мы всегда верим в лучшее и считаем, что надо подвигать Киев к конкретным позитивным шагам.  Вопрос: Нет ли планов провести в ближайшее время саммит или встречу на другом уровне в «нормандском формате», чтобы сдвинуть дело с «мертвой точки»?  Ответ: Не так давно состоялась видеоконференция Контактной группы с представителями Луганска и Донецка. Там были приняты определенные решения. Контакты проводятся и между представителями государств «нормандской четверки».  Нельзя исключать, что через какое-то время будет созвана встреча на уровне заместителей министров иностранных дел, что должно подготовить встречу и более высокого уровня, включая саммит. Ничто не исключено.  Вопрос: В Минске или в Астане?  Ответ: Это неизвестно.  Вопрос: Исключает ли Россия полностью вопрос о привлечении миротворцев к урегулированию в Донбассе?  Ответ: Мы считаем, что сейчас самое главное – сконцентрироваться на выполнении всего того, что было достигнуто в Минске. Если мы будем параллельно с выполнением конкретных договоренностей обсуждать еще какие-то новые договоренности, то в результате пострадают и те, и другие. Надо быть последовательно и практично мыслящим человеком, я сейчас имею в виду Президента Украины, который, в основном, упоминает о возможности миротворческой операции, чтобы идти «от жизни», а не «от теории». Лучше документа, чем тот, который мы сейчас имеем на руках в качестве Минских договоренностей, трудно себе представить.  Вопрос: То есть обсуждать этот вопрос мы не готовы и не собираемся?  Ответ: Мы готовы обсуждать все, что будет способствовать мирному урегулированию, но с той оговоркой, которую я сделал.  Вопрос: Вы говорите, что Минские соглашения надо выполнять последовательно. Соответственно, надо начинать с первых двух пунктов – с прекращения огня и с отвода тяжелых вооружений. Вместе с тем, российская сторона неоднократно называла невыполнимыми требования Киева о полном соблюдении «режима тишины» для, например, отвода вооружений калибром ниже 100 мм. Как же быть в такой ситуации?  Ответ: Мы, действительно, считаем, что это не вполне адекватное требование. Если требовать полного прекращения огня на протяжении 48 часов, и если кто-то выстрелит из охотничьего ружья, то надо отсчет начинать сначала, здесь надо быть реалистами. Тем более что, в общем и целом, как я уже сказал, отвод состоялся. Он проходит с определенными нарушениями с обеих сторон, но, тем не менее, он состоялся, и это фиксируют наблюдатели ОБСЕ.  Вопрос: Близится столетие геноцида армян. Можно ли ожидать принятие Россией какого-либо документа в этой связи, помимо соответствующего заявления Госдумы России?  Ответ: Прежде всего, 24 апреля в Ереван для участия в мероприятиях, связанных со столетием геноцида армян, вылетает Президент России. Определенные важные мероприятия пройдут и в России: я знаю, что в Москве состоится целый ряд встреч и общественных собраний, 24 апреля пройдет служба в кафедральном соборе.  Вопрос: По Вашему мнению, какой реакции на поездку российского Президента следует ожидать от турецкой стороны, учитывая, в том числе, наши попытки сблизиться с Турцией, а также в контексте реализации проекта «Турецкий поток»? Не станет ли это неким раздражающим фактором для российско-турецких отношений?  Ответ: Я надеюсь, что участие российского Президента в мероприятиях, посвященных столетию геноцида армян, которые пройдут в Ереване, будет правильно понято во всех странах, включая Турцию. Это часть истории, армянская община чрезвычайно многочисленна в России, историю надо чтить и из нее надо делать соответствующие выводы. Что касается политики двусторонних отношений со всеми нашими соседями, то в принципе они хорошо известны. Я думаю, что это не повредит, а наоборот покажет, что мы очень сбалансировано и вдумчиво относимся ко всем тем историческим датам, которые отмечаются.  Вопрос: В СМИ проходили сообщения о том, что Россия планирует оказывать существенную помощь Таджикистану для укрепления обороноспособности этой страны. Соответствует ли эта информация действительности?  Ответ: Мы оказываем ощутимую помощь Правительству Таджикистана в военно-технической сфере, это действительно так. Как Вы знаете, там находится наша 201-я военная база, и мы считаем, что это важный фактор стабильности и в Таджикистане, и в регионе в целом. Наши пограничники ушли с таджикско-афганской границы, по-моему, в 2005 году, но, тем не менее, советники от нашей погранслужбы до сих пор находятся в Душанбе, участвуют в подготовке кадров погранслужбы Таджикистана. Мы активно развиваем военно-техническое сотрудничество, мы понимаем все те угрозы, которые существуют и которые, к сожалению, нарастают в этом регионе.",http://mid.ru/bdomp/brp_4.nsf/c1e31b7c684d2dd843256c2c002a4eb8/e0d874bacfc5b0cf43257e2f00277bd9!OpenDocument,"Интервью статс-секретаря – заместителя Министра иностранных дел России Г.Б.Карасина агентству «Интерфакс», 21 апреля 2015 года"
